File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_115135,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,8.627 N,8.026 N,8.016 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
494.180,0.000,0.005,0.010,0.900,0.000
494.190,-0.006,0.000,0.008,0.900,0.000
494.200,-0.003,0.000,0.003,0.900,0.000
494.210,-0.003,-0.003,0.005,0.900,0.000
494.220,-0.003,-0.005,0.000,0.900,0.000
494.230,-0.006,-0.003,0.000,0.900,0.000
494.240,-0.003,-0.003,0.003,0.900,0.000
494.250,0.000,0.000,0.005,0.900,0.000
494.260,-0.006,-0.003,0.000,0.900,0.000
494.270,-0.003,-0.003,-0.005,0.900,0.000
494.280,-0.003,-0.003,0.000,0.900,0.000
494.290,0.000,0.000,-0.005,0.900,0.000
494.300,0.000,0.003,-0.003,0.900,0.000
494.310,-0.003,0.005,0.003,0.900,0.000
494.320,0.000,0.000,0.000,0.900,0.000
494.330,-0.003,-0.003,-0.005,0.900,0.000
494.340,0.000,-0.003,0.000,0.900,0.000
494.350,-0.006,-0.003,-0.005,0.900,0.000
494.360,-0.006,0.003,-0.005,0.900,0.000
494.370,-0.006,0.000,-0.003,0.900,0.000
494.380,0.000,-0.003,0.003,0.900,0.000
494.390,-0.003,-0.005,0.000,0.900,0.000
494.400,-0.003,-0.003,-0.003,0.900,0.000
494.410,-0.003,-0.003,-0.003,0.900,0.000
494.420,0.000,-0.003,-0.003,0.900,0.000
494.430,-0.006,0.000,-0.005,0.900,0.000
494.440,-0.006,0.005,0.000,0.900,0.000
494.450,0.000,0.000,0.003,0.900,0.000
494.460,-0.003,-0.003,-0.003,0.900,0.000
494.470,-0.003,-0.003,0.000,0.900,0.000
494.480,-0.006,0.000,-0.008,0.900,0.000
494.490,0.000,-0.005,-0.003,0.900,0.000
494.500,-0.006,0.000,0.000,0.900,0.000
494.510,-0.006,-0.003,0.000,0.900,0.000
494.520,-0.003,0.000,0.000,0.900,0.000
494.530,-0.003,-0.005,-0.005,0.900,0.000
494.540,0.000,-0.003,-0.003,0.900,0.000
494.550,-0.003,-0.005,-0.003,0.900,0.000
494.560,-0.003,0.000,-0.003,0.900,0.000
494.570,0.000,-0.003,0.003,0.900,0.000
494.580,-0.003,-0.003,0.003,0.900,0.000
494.590,0.003,-0.005,0.000,0.900,0.000
494.600,-0.003,-0.003,-0.005,0.900,0.000
494.610,-0.003,0.003,-0.003,0.900,0.000
494.620,-0.003,0.000,-0.010,0.900,0.000
494.630,0.000,-0.003,-0.003,0.900,0.000
494.640,-0.006,-0.003,0.000,0.900,0.000
494.650,0.000,0.000,0.005,0.900,0.000
494.660,-0.003,-0.003,-0.003,0.900,0.000
494.670,-0.003,-0.003,-0.005,0.900,0.000
494.680,0.003,0.000,-0.003,0.900,0.000
494.690,-0.006,0.000,-0.003,0.900,0.000
494.700,-0.006,-0.003,-0.005,0.900,0.000
494.710,-0.003,-0.003,0.000,0.900,0.000
494.720,0.000,0.000,-0.003,0.900,0.000
494.730,-0.003,-0.003,-0.003,0.900,0.000
494.740,-0.003,0.000,-0.005,0.900,0.000
494.750,0.000,0.000,0.000,0.900,0.000
494.760,0.000,0.000,0.000,0.900,0.000
494.770,0.000,-0.003,-0.005,0.900,0.000
494.780,-0.003,-0.003,-0.008,0.900,0.000
494.790,-0.003,0.003,-0.003,0.900,0.000
494.800,0.003,0.000,0.003,0.900,0.000
494.810,-0.003,-0.003,-0.003,0.900,0.000
494.820,0.000,-0.003,-0.003,0.900,0.000
494.830,0.000,-0.003,-0.003,0.900,0.000
494.840,-0.006,-0.003,-0.005,0.900,0.000
494.850,-0.003,-0.003,-0.005,0.900,0.000
494.860,0.000,0.000,0.000,0.900,0.000
494.870,0.000,-0.003,0.005,0.900,0.000
494.880,-0.003,-0.005,-0.003,0.900,0.000
494.890,-0.003,-0.005,-0.003,0.900,0.000
494.900,0.000,-0.003,0.000,0.900,0.000
494.910,0.000,-0.003,-0.005,0.900,0.000
494.920,-0.003,-0.005,-0.003,0.900,0.000
494.930,-0.006,0.000,0.003,0.900,0.000
494.940,-0.003,-0.003,0.000,0.900,0.000
494.950,-0.006,-0.003,-0.003,0.900,0.000
494.960,-0.006,-0.003,-0.003,0.900,0.000
494.970,-0.003,0.000,-0.003,0.900,0.000
494.980,-0.006,-0.005,-0.005,0.900,0.000
494.990,-0.003,-0.003,-0.003,0.900,0.000
495.000,-0.006,0.003,0.003,0.900,0.000
495.010,-0.006,-0.005,0.000,0.900,0.000
495.020,0.000,-0.003,-0.005,0.900,0.000
495.030,-0.006,0.000,-0.005,0.900,0.000
495.040,-0.006,-0.003,-0.003,0.900,0.000
495.050,-0.003,-0.003,-0.003,0.900,0.000
495.060,0.000,-0.003,-0.003,0.900,0.000
495.070,-0.003,-0.003,0.000,0.900,0.000
495.080,-0.009,-0.003,-0.003,0.900,0.000
495.090,0.000,-0.003,-0.003,0.900,0.000
495.100,-0.006,-0.005,-0.005,0.900,0.000
495.110,-0.003,-0.003,-0.003,0.900,0.000
495.120,0.000,-0.005,-0.003,0.900,0.000
495.130,-0.006,0.000,-0.005,0.900,0.000
495.140,0.000,0.000,0.000,0.900,0.000
495.150,-0.003,0.000,0.000,0.900,0.000
495.160,0.003,-0.003,-0.008,0.900,0.000
495.170,-0.003,-0.003,0.000,0.900,0.000
495.180,0.000,0.000,0.003,0.900,0.000
495.190,0.000,0.000,0.000,0.900,0.000
495.200,-0.003,-0.003,0.000,0.900,0.000
495.210,-0.003,-0.005,0.000,0.900,0.000
495.220,-0.003,-0.003,-0.003,0.900,0.000
495.230,0.003,-0.003,0.000,0.900,0.000
495.240,-0.003,0.000,-0.003,0.900,0.000
495.250,0.000,0.000,-0.003,0.900,0.000
495.260,-0.003,0.000,0.003,0.900,0.000
495.270,-0.003,-0.003,0.003,0.900,0.000
495.280,-0.003,0.000,0.000,0.900,0.000
495.290,-0.006,-0.003,-0.005,0.900,0.000
495.300,0.000,-0.003,-0.005,0.900,0.000
495.310,-0.009,-0.005,-0.005,0.900,0.000
495.320,-0.009,-0.005,-0.008,0.900,0.000
495.330,0.000,-0.003,0.003,0.900,0.000
495.340,-0.003,0.000,0.000,0.900,0.000
495.350,-0.006,-0.003,-0.003,0.900,0.000
495.360,-0.003,-0.003,-0.005,0.000,0.000
495.370,-0.003,-0.003,-0.003,0.900,0.000
495.380,-0.003,-0.003,-0.005,0.900,0.000
495.390,-0.003,-0.003,0.000,0.900,0.000
495.400,0.000,-0.003,0.003,0.900,0.000
495.410,0.000,0.000,-0.003,0.900,0.000
495.420,-0.003,0.003,-0.005,0.900,0.000
495.430,-0.006,0.000,-0.005,0.900,0.000
495.440,0.000,-0.003,-0.008,0.900,0.000
495.450,-0.006,0.000,-0.003,0.900,0.000
495.460,-0.006,0.000,0.000,0.900,0.000
495.470,0.000,-0.005,0.003,0.900,0.000
495.480,0.003,0.003,0.000,0.900,0.000
495.490,0.000,0.000,-0.003,0.900,0.000
495.500,0.000,-0.003,-0.003,0.900,0.000
495.510,0.000,-0.005,-0.003,0.900,0.000
495.520,0.000,-0.003,-0.003,0.900,0.000
495.530,0.000,0.000,0.003,0.900,0.000
495.540,0.000,-0.003,-0.005,0.900,0.000
495.550,0.000,-0.005,-0.003,0.900,0.000
495.560,-0.003,-0.003,0.000,0.900,0.000
495.570,-0.006,0.000,-0.005,0.900,0.000
495.580,0.000,-0.003,-0.005,0.900,0.000
495.590,0.000,-0.003,0.000,0.900,0.000
495.600,-0.003,0.003,-0.003,0.900,0.000
495.610,-0.006,0.000,0.000,0.900,0.000
495.620,-0.003,-0.003,-0.008,0.900,0.000
495.630,-0.006,0.000,-0.003,0.900,0.000
495.640,-0.003,-0.003,-0.005,0.900,0.000
495.650,-0.003,-0.003,-0.003,0.900,0.000
495.660,-0.003,0.000,0.003,0.900,0.000
495.670,0.000,0.000,0.000,0.900,0.000
495.680,0.000,0.000,0.000,0.900,0.000
495.690,-0.003,-0.003,-0.005,0.900,0.000
495.700,0.000,-0.003,0.000,0.900,0.000
495.710,-0.006,-0.005,-0.003,0.900,0.000
495.720,-0.006,0.000,0.000,0.900,0.000
495.730,-0.003,0.000,0.000,0.900,0.000
495.740,0.000,0.000,-0.003,0.900,0.000
495.750,-0.003,0.000,-0.003,0.900,0.000
495.760,-0.003,-0.003,-0.005,0.900,0.000
495.770,-0.003,-0.005,-0.003,0.900,0.000
495.780,0.000,-0.003,-0.003,0.900,0.000
495.790,0.000,-0.003,-0.003,0.900,0.000
495.800,-0.006,-0.003,0.003,0.900,0.000
495.810,-0.003,-0.003,0.000,0.900,0.000
495.820,-0.006,0.000,-0.003,0.900,0.000
495.830,-0.003,0.000,-0.005,0.900,0.000
495.840,0.000,0.003,-0.003,0.900,0.000
495.850,-0.006,0.003,-0.003,0.900,0.000
495.860,0.000,0.003,-0.003,0.900,0.000
495.870,-0.006,-0.003,0.000,0.900,0.000
495.880,-0.003,0.000,0.000,0.900,0.000
495.890,-0.006,-0.005,-0.003,0.900,0.000
495.900,-0.003,-0.005,-0.005,0.900,0.000
495.910,-0.003,-0.003,-0.008,0.900,0.000
495.920,0.000,-0.005,0.000,0.900,0.000
495.930,-0.006,0.000,0.000,0.900,0.000
495.940,-0.003,0.000,0.000,0.900,0.000
495.950,0.000,-0.005,-0.005,0.900,0.000
495.960,-0.003,-0.003,-0.003,0.900,0.000
495.970,-0.003,-0.003,-0.005,0.900,0.000
495.980,0.000,-0.003,-0.003,0.900,0.000
495.990,-0.006,0.000,-0.005,0.900,0.000
496.000,0.000,0.000,0.000,0.900,0.000
496.010,-0.003,-0.003,0.000,0.900,0.000
496.020,-0.003,0.000,-0.005,0.900,0.000
496.030,-0.003,-0.005,-0.003,0.900,0.000
496.040,-0.003,-0.005,-0.003,0.900,0.000
496.050,0.000,0.000,0.000,0.900,0.000
496.060,-0.003,0.000,0.003,0.900,0.000
496.070,0.000,0.000,0.000,0.900,0.000
496.080,-0.003,-0.003,-0.003,0.900,0.000
496.090,-0.003,-0.005,-0.005,0.900,0.000
496.100,-0.003,-0.005,-0.003,0.900,0.000
496.110,0.000,-0.003,-0.005,0.900,0.000
496.120,-0.003,-0.003,-0.003,0.900,0.000
496.130,-0.003,-0.003,0.003,0.900,0.000
496.140,-0.006,0.000,0.000,0.900,0.000
496.150,-0.006,-0.003,-0.005,0.900,0.000
496.160,0.000,-0.003,-0.005,0.900,0.000
496.170,-0.003,0.003,0.000,0.900,0.000
496.180,0.000,-0.003,-0.003,0.900,0.000
496.190,-0.003,-0.003,-0.003,0.900,0.000
496.200,-0.003,-0.003,0.003,0.900,0.000
496.210,-0.003,-0.005,0.003,0.900,0.000
496.220,0.000,-0.005,-0.005,0.900,0.000
496.230,0.000,0.000,-0.003,0.900,0.000
496.240,-0.006,0.000,-0.005,0.900,0.000
496.250,0.003,0.000,-0.003,0.900,0.000
496.260,0.000,-0.003,0.000,0.900,0.000
496.270,-0.003,0.000,0.000,0.900,0.000
496.280,-0.003,-0.003,0.000,0.900,0.000
496.290,-0.006,0.000,-0.008,0.900,0.000
496.300,0.000,0.000,0.000,0.900,0.000
496.310,0.003,-0.003,-0.008,0.900,0.000
496.320,-0.006,-0.003,-0.003,0.900,0.000
496.330,-0.003,-0.003,-0.003,0.900,0.000
496.340,-0.003,0.005,0.000,0.900,0.000
496.350,-0.003,-0.003,0.000,0.900,0.000
496.360,-0.003,-0.008,-0.005,0.900,0.000
496.370,0.003,-0.005,0.000,0.900,0.000
496.380,0.000,-0.003,-0.005,0.900,0.000
496.390,-0.003,0.000,-0.003,0.900,0.000
496.400,-0.006,0.000,-0.003,0.900,0.000
496.410,-0.003,-0.005,0.000,0.900,0.000
496.420,-0.003,-0.003,-0.003,0.900,0.000
496.430,-0.009,-0.003,-0.003,0.900,0.000
496.440,0.000,-0.003,-0.003,0.900,0.000
496.450,0.000,0.000,0.000,0.900,0.000
496.460,-0.003,0.000,-0.003,0.900,0.000
496.470,0.000,0.000,0.000,0.900,0.000
496.480,-0.003,-0.003,-0.003,0.900,0.000
496.490,-0.003,0.000,-0.005,0.900,0.000
496.500,0.003,0.000,-0.003,0.900,0.000
496.510,0.003,-0.005,-0.005,0.900,0.000
496.520,0.003,-0.005,-0.005,0.900,0.000
496.530,0.000,0.000,0.000,0.900,0.000
496.540,0.000,-0.003,0.003,0.900,0.000
496.550,-0.003,-0.003,-0.005,0.900,0.000
496.560,-0.003,-0.003,-0.005,0.900,0.000
496.570,-0.003,-0.003,-0.005,0.900,0.000
496.580,0.000,-0.003,-0.003,0.900,0.000
496.590,0.000,0.005,-0.003,0.900,0.000
496.600,-0.006,0.000,0.003,0.900,0.000
496.610,0.000,0.000,-0.003,0.900,0.000
496.620,-0.003,-0.003,-0.003,0.900,0.000
496.630,-0.003,-0.003,0.000,0.900,0.000
496.640,0.000,-0.003,-0.003,0.900,0.000
496.650,-0.006,0.000,0.000,0.900,0.000
496.660,-0.003,-0.003,0.000,0.900,0.000
496.670,-0.003,-0.003,-0.003,0.900,0.000
496.680,-0.009,-0.003,-0.003,0.900,0.000
496.690,0.000,0.000,-0.005,0.900,0.000
496.700,-0.003,-0.003,0.000,0.900,0.000
496.710,0.000,-0.005,-0.003,0.900,0.000
496.720,-0.003,0.000,-0.005,0.900,0.000
496.730,0.000,0.000,0.000,0.900,0.000
496.740,-0.006,-0.003,0.003,0.900,0.000
496.750,-0.003,0.000,-0.005,0.900,0.000
496.760,-0.006,-0.003,-0.005,0.900,0.000
496.770,-0.006,0.000,-0.005,0.900,0.000
496.780,-0.003,-0.005,-0.005,0.900,0.000
496.790,-0.006,0.003,-0.003,0.900,0.000
496.800,-0.006,-0.003,0.003,0.900,0.000
496.810,-0.003,0.000,0.000,0.900,0.000
496.820,-0.003,-0.005,-0.003,0.900,0.000
496.830,-0.003,-0.005,-0.003,0.900,0.000
496.840,-0.003,-0.005,-0.005,0.900,0.000
496.850,0.000,-0.008,-0.003,0.900,0.000
496.860,0.003,0.000,0.000,0.900,0.000
496.870,-0.003,0.000,0.000,0.900,0.000
496.880,-0.003,0.000,-0.003,0.900,0.000
496.890,-0.003,-0.003,-0.008,0.900,0.000
496.900,-0.003,-0.003,-0.003,0.900,0.000
496.910,0.000,-0.003,-0.005,0.900,0.000
496.920,-0.006,-0.003,-0.003,0.900,0.000
496.930,0.000,0.000,0.000,0.900,0.000
496.940,0.000,0.005,0.003,0.900,0.000
496.950,-0.003,-0.003,-0.005,0.900,0.000
496.960,0.000,-0.005,-0.005,0.900,0.000
496.970,0.000,-0.005,-0.005,0.900,0.000
496.980,-0.006,-0.003,-0.005,0.900,0.000
496.990,0.000,0.000,0.000,0.900,0.000
497.000,0.003,0.003,0.003,0.900,0.000
497.010,0.003,0.000,0.000,0.900,0.000
497.020,-0.003,-0.003,-0.003,0.900,0.000
497.030,-0.003,-0.003,0.005,0.900,0.000
497.040,-0.003,-0.003,-0.003,0.900,0.000
497.050,0.000,-0.003,-0.003,0.900,0.000
497.060,-0.006,-0.005,0.003,0.900,0.000
497.070,-0.006,0.000,-0.003,0.900,0.000
497.080,-0.006,-0.003,-0.005,0.900,0.000
497.090,0.000,-0.003,-0.003,0.900,0.000
497.100,0.000,-0.005,-0.003,0.900,0.000
497.110,-0.003,-0.005,-0.005,0.900,0.000
497.120,0.000,0.000,-0.003,0.900,0.000
497.130,-0.006,-0.005,-0.003,0.900,0.000
497.140,-0.003,-0.005,-0.003,0.900,0.000
497.150,-0.006,0.000,-0.008,0.900,0.000
497.160,-0.003,0.000,-0.005,0.900,0.000
497.170,-0.006,-0.003,-0.003,0.900,0.000
497.180,-0.003,-0.005,-0.010,0.900,0.000
497.190,0.000,0.000,-0.003,0.900,0.000
497.200,0.000,0.000,0.000,0.900,0.000
497.210,0.000,-0.003,0.000,0.900,0.000
497.220,0.000,-0.005,-0.003,0.900,0.000
497.230,0.000,-0.003,-0.005,0.900,0.000
497.240,-0.003,-0.003,0.000,0.900,0.000
497.250,-0.003,-0.003,0.003,0.900,0.000
497.260,-0.003,-0.003,0.000,0.900,0.000
497.270,0.000,-0.005,0.003,0.900,0.000
497.280,-0.003,-0.003,-0.003,0.900,0.000
497.290,-0.003,0.000,-0.008,0.900,0.000
497.300,-0.006,-0.003,-0.003,0.900,0.000
497.310,-0.006,-0.003,-0.005,0.900,0.000
497.320,0.000,-0.003,0.000,0.900,0.000
497.330,0.000,0.000,0.005,0.900,0.000
497.340,0.003,-0.005,0.000,0.900,0.000
497.350,-0.003,-0.003,-0.003,0.900,0.000
497.360,0.000,0.000,-0.003,0.900,0.000
497.370,-0.003,-0.003,0.000,0.900,0.000
497.380,-0.003,-0.003,-0.005,0.900,0.000
497.390,0.000,-0.003,0.000,0.900,0.000
497.400,0.000,-0.003,-0.003,0.900,0.000
497.410,-0.006,-0.003,0.000,0.900,0.000
497.420,-0.003,-0.003,-0.005,0.900,0.000
497.430,0.003,-0.005,-0.003,0.900,0.000
497.440,0.000,-0.003,-0.005,0.900,0.000
497.450,-0.003,0.000,-0.003,0.900,0.000
497.460,-0.003,0.000,0.003,0.900,0.000
497.470,-0.009,0.003,0.000,0.900,0.000
497.480,0.003,-0.003,-0.003,0.900,0.000
497.490,-0.003,-0.005,-0.005,0.900,0.000
497.500,-0.006,-0.003,-0.003,0.900,0.000
497.510,0.000,-0.003,-0.005,0.900,0.000
497.520,-0.003,0.000,-0.003,0.900,0.000
497.530,-0.003,0.000,0.003,0.900,0.000
497.540,-0.003,-0.003,0.000,0.900,0.000
497.550,-0.003,-0.003,-0.005,0.900,0.000
497.560,0.000,-0.003,-0.005,0.900,0.000
497.570,-0.006,0.000,-0.005,0.900,0.000
497.580,-0.003,0.000,-0.005,0.900,0.000
497.590,-0.006,0.003,-0.003,0.900,0.000
497.600,-0.006,-0.003,0.003,0.900,0.000
497.610,-0.003,0.000,-0.003,0.900,0.000
497.620,-0.003,-0.003,-0.003,0.900,0.000
497.630,0.000,-0.003,-0.003,0.900,0.000
497.640,-0.006,-0.003,-0.005,0.900,0.000
497.650,-0.003,-0.003,-0.003,0.900,0.000
497.660,-0.003,0.003,0.000,0.900,0.000
497.670,0.000,-0.003,-0.003,0.900,0.000
497.680,0.000,-0.003,-0.005,0.900,0.000
497.690,-0.003,-0.003,-0.003,0.900,0.000
497.700,-0.003,-0.003,-0.005,0.900,0.000
497.710,-0.003,-0.003,-0.005,0.900,0.000
497.720,-0.003,-0.003,0.000,0.900,0.000
497.730,0.000,0.003,0.000,0.900,0.000
497.740,0.000,-0.003,-0.005,0.900,0.000
497.750,-0.003,-0.003,0.000,0.900,0.000
497.760,-0.006,0.000,-0.003,0.900,0.000
497.770,0.003,-0.003,-0.005,0.900,0.000
497.780,-0.003,-0.003,-0.003,0.000,0.000
497.790,-0.003,-0.003,-0.005,0.900,0.000
497.800,-0.003,-0.003,0.000,0.900,0.000
497.810,-0.003,-0.005,-0.005,0.900,0.000
497.820,-0.006,-0.005,-0.003,0.900,0.000
497.830,0.000,-0.003,-0.003,0.900,0.000
497.840,-0.003,-0.005,-0.013,0.900,0.000
497.850,0.000,0.000,-0.005,0.900,0.000
497.860,0.000,0.000,0.005,0.900,0.000
497.870,0.000,0.000,0.000,0.900,0.000
497.880,0.000,-0.005,0.000,0.900,0.000
497.890,-0.003,-0.008,-0.008,0.900,0.000
497.900,0.000,-0.003,-0.003,0.900,0.000
497.910,-0.003,-0.005,-0.005,0.900,0.000
497.920,-0.006,-0.003,-0.003,0.900,0.000
497.930,0.003,0.000,-0.003,0.900,0.000
497.940,-0.006,-0.003,0.000,0.900,0.000
497.950,-0.003,0.000,0.000,0.900,0.000
497.960,0.000,-0.005,-0.005,0.900,0.000
497.970,0.003,-0.003,-0.003,0.900,0.000
497.980,-0.003,-0.003,-0.003,0.900,0.000
497.990,-0.006,-0.003,0.003,0.900,0.000
498.000,0.000,-0.003,0.000,0.900,0.000
498.010,-0.003,-0.003,-0.003,0.900,0.000
498.020,-0.003,-0.003,-0.003,0.900,0.000
498.030,0.000,-0.005,-0.003,0.900,0.000
498.040,-0.003,-0.005,-0.003,0.900,0.000
498.050,-0.003,-0.003,-0.003,0.900,0.000
498.060,-0.006,0.003,0.003,0.900,0.000
498.070,0.000,-0.003,0.000,0.900,0.000
498.080,-0.003,-0.003,-0.005,0.900,0.000
498.090,-0.006,-0.005,0.000,0.900,0.000
498.100,0.000,-0.003,-0.003,0.900,0.000
498.110,-0.003,0.000,-0.003,0.900,0.000
498.120,0.003,-0.005,-0.003,0.900,0.000
498.130,-0.003,-0.003,0.000,0.900,0.000
498.140,-0.003,-0.003,0.000,0.900,0.000
498.150,-0.006,0.000,-0.003,0.900,0.000
498.160,-0.006,-0.003,-0.005,0.900,0.000
498.170,-0.003,0.003,-0.005,0.900,0.000
498.180,-0.003,0.000,-0.005,0.900,0.000
498.190,-0.003,-0.003,-0.003,0.900,0.000
498.200,0.000,0.000,0.003,0.900,0.000
498.210,0.000,0.000,-0.003,0.900,0.000
498.220,-0.003,-0.003,-0.003,0.900,0.000
498.230,0.000,-0.003,-0.003,0.900,0.000
498.240,-0.003,-0.003,0.000,0.900,0.000
498.250,-0.003,-0.003,0.000,0.900,0.000
498.260,0.003,-0.003,0.003,0.900,0.000
498.270,-0.006,0.003,0.000,0.900,0.000
498.280,-0.003,-0.003,-0.003,0.900,0.000
498.290,-0.006,-0.003,-0.005,0.900,0.000
498.300,-0.006,-0.003,0.000,0.900,0.000
498.310,-0.003,-0.005,-0.005,0.900,0.000
498.320,-0.006,-0.005,-0.003,0.900,0.000
498.330,0.000,0.000,0.000,0.900,0.000
498.340,0.000,-0.003,0.000,0.900,0.000
498.350,0.000,0.000,-0.003,0.900,0.000
498.360,-0.003,-0.008,-0.005,0.900,0.000
498.370,-0.003,-0.003,-0.005,0.900,0.000
498.380,0.000,0.000,0.000,0.900,0.000
498.390,-0.003,-0.003,-0.008,0.900,0.000
498.400,0.000,0.003,-0.003,0.900,0.000
498.410,-0.003,0.000,0.003,0.900,0.000
498.420,-0.006,0.003,-0.003,0.900,0.000
498.430,0.000,-0.005,0.000,0.900,0.000
498.440,-0.003,-0.005,-0.003,0.900,0.000
498.450,0.000,-0.003,-0.003,0.900,0.000
498.460,0.000,-0.003,-0.003,0.900,0.000
498.470,-0.003,0.003,-0.003,0.900,0.000
498.480,-0.006,-0.003,0.003,0.900,0.000
498.490,0.003,0.003,-0.005,0.900,0.000
498.500,-0.006,-0.003,-0.003,0.900,0.000
498.510,-0.003,-0.003,-0.008,0.900,0.000
498.520,-0.003,-0.005,-0.003,0.900,0.000
498.530,-0.003,-0.003,-0.008,0.900,0.000
498.540,-0.003,0.000,0.000,0.900,0.000
498.550,-0.006,0.003,0.000,0.900,0.000
498.560,0.000,0.003,-0.003,0.900,0.000
498.570,0.000,-0.003,-0.003,0.900,0.000
498.580,0.000,-0.003,-0.005,0.900,0.000
498.590,-0.003,-0.003,-0.003,0.900,0.000
498.600,-0.003,0.000,-0.005,0.900,0.000
498.610,0.000,0.000,0.000,0.900,0.000
498.620,-0.003,-0.003,-0.003,0.900,0.000
498.630,-0.003,-0.005,-0.003,0.900,0.000
498.640,-0.003,-0.003,-0.003,0.900,0.000
498.650,0.000,-0.003,-0.003,0.900,0.000
498.660,-0.009,-0.005,-0.003,0.900,0.000
498.670,-0.006,-0.003,0.000,0.900,0.000
498.680,0.000,0.000,-0.003,0.900,0.000
498.690,-0.003,0.000,-0.003,0.900,0.000
498.700,-0.003,0.000,-0.005,0.900,0.000
498.710,-0.006,-0.003,0.000,0.900,0.000
498.720,-0.003,-0.005,-0.008,0.900,0.000
498.730,-0.006,-0.003,-0.003,0.900,0.000
498.740,0.000,-0.003,0.000,0.900,0.000
498.750,0.000,-0.005,0.000,0.900,0.000
498.760,-0.003,0.000,-0.003,0.900,0.000
498.770,-0.003,-0.005,-0.003,0.900,0.000
498.780,-0.003,0.000,-0.003,0.900,0.000
498.790,-0.003,0.000,-0.005,0.900,0.000
498.800,0.000,0.000,0.000,0.900,0.000
498.810,-0.003,-0.003,0.003,0.900,0.000
498.820,-0.003,-0.003,0.003,0.900,0.000
498.830,-0.003,0.000,0.000,0.900,0.000
498.840,-0.003,0.000,-0.005,0.900,0.000
498.850,-0.003,-0.003,-0.005,0.900,0.000
498.860,-0.006,0.000,-0.003,0.900,0.000
498.870,0.003,-0.003,0.000,0.900,0.000
498.880,-0.003,0.003,0.003,0.900,0.000
498.890,-0.006,-0.005,-0.003,0.900,0.000
498.900,-0.003,0.000,-0.003,0.900,0.000
498.910,-0.006,-0.003,-0.008,0.900,0.000
498.920,-0.003,-0.005,-0.005,0.900,0.000
498.930,-0.006,-0.003,-0.003,0.900,0.000
498.940,0.000,0.000,0.003,0.900,0.000
498.950,-0.003,-0.005,-0.003,0.900,0.000
498.960,-0.003,-0.005,-0.003,0.900,0.000
498.970,-0.003,-0.003,-0.003,0.900,0.000
498.980,0.000,0.000,-0.005,0.900,0.000
498.990,-0.003,-0.005,-0.005,0.900,0.000
499.000,0.000,0.000,-0.003,0.900,0.000
499.010,-0.006,0.000,0.000,0.900,0.000
499.020,0.000,0.000,-0.003,0.900,0.000
499.030,0.000,0.003,-0.005,0.900,0.000
499.040,-0.003,-0.003,-0.003,0.900,0.000
499.050,-0.003,-0.005,0.000,0.900,0.000
499.060,-0.003,0.003,-0.003,0.900,0.000
499.070,0.000,-0.003,-0.003,0.900,0.000
499.080,-0.003,0.000,-0.005,0.900,0.000
499.090,0.000,-0.003,0.003,0.900,0.000
499.100,-0.003,-0.003,-0.003,0.900,0.000
499.110,0.000,0.003,-0.003,0.900,0.000
499.120,0.003,-0.003,0.000,0.900,0.000
499.130,0.000,0.003,0.000,0.900,0.000
499.140,-0.006,0.000,0.000,0.900,0.000
499.150,-0.006,-0.003,-0.003,0.900,0.000
499.160,0.000,0.000,-0.008,0.900,0.000
499.170,-0.003,0.000,-0.005,0.900,0.000
499.180,0.006,0.000,-0.003,0.900,0.000
499.190,0.000,-0.005,-0.003,0.900,0.000
499.200,0.000,0.000,-0.005,0.900,0.000
499.210,-0.003,0.000,0.000,0.900,0.000
499.220,-0.003,-0.003,0.000,0.900,0.000
499.230,0.000,-0.003,-0.003,0.900,0.000
499.240,0.000,-0.003,-0.003,0.900,0.000
499.250,-0.003,-0.003,-0.003,0.900,0.000
499.260,-0.003,-0.003,-0.003,0.900,0.000
499.270,0.000,-0.005,-0.003,0.900,0.000
499.280,-0.003,-0.008,-0.003,0.900,0.000
499.290,-0.006,-0.005,-0.008,0.900,0.000
499.300,0.000,-0.003,-0.008,0.900,0.000
499.310,-0.006,0.000,-0.003,0.900,0.000
499.320,-0.006,-0.005,-0.008,0.900,0.000
499.330,-0.003,-0.005,-0.008,0.900,0.000
499.340,-0.003,0.000,0.003,0.900,0.000
499.350,-0.003,-0.005,0.000,0.900,0.000
499.360,-0.003,-0.005,-0.003,0.900,0.000
499.370,0.000,-0.003,-0.003,0.900,0.000
499.380,-0.003,0.000,-0.005,0.900,0.000
499.390,-0.003,0.000,-0.003,0.900,0.000
499.400,0.000,-0.005,0.000,0.900,0.000
499.410,-0.003,0.003,0.000,0.900,0.000
499.420,0.000,-0.005,-0.003,0.900,0.000
499.430,0.000,-0.003,-0.005,0.900,0.000
499.440,0.000,-0.005,-0.005,0.900,0.000
499.450,-0.003,-0.005,-0.005,0.900,0.000
499.460,-0.006,-0.005,-0.003,0.900,0.000
499.470,0.000,0.000,-0.003,0.900,0.000
499.480,-0.003,0.003,-0.003,0.900,0.000
499.490,-0.006,-0.003,0.003,0.900,0.000
